Name,Profile URL,Position,Age,Nationality,Market Value,Market Value (€),Club,Slug,Season
Tom Trybull,https://www.transfermarkt.com/tom-trybull/profil/spieler/93831,Defensive Midfield,28,Germany,€1.80m,1800000.0,Norwich City,norwich-city,2020
Jacob Lungi Sørensen,https://www.transfermarkt.com/jacob-lungi-sorensen/profil/spieler/390664,Defensive Midfield,23,Denmark,€1.80m,1800000.0,Norwich City,norwich-city,2020
Alexander Tettey,https://www.transfermarkt.com/alexander-tettey/profil/spieler/12384,Defensive Midfield,35,Norway,€500k,500000.0,Norwich City,norwich-city,2020
Kenny McLean,https://www.transfermarkt.com/kenny-mclean/profil/spieler/126600,Central Midfield,29,Scotland,€3.00m,3000000.0,Norwich City,norwich-city,2020
Lukas Rupp,https://www.transfermarkt.com/lukas-rupp/profil/spieler/82863,Central Midfield,30,Germany,€1.80m,1800000.0,Norwich City,norwich-city,2020
Mario Vrancic,https://www.transfermarkt.com/mario-vrancic/profil/spieler/39372,Central Midfield,32,Bosnia-Herzegovina,€1.50m,1500000.0,Norwich City,norwich-city,2020
Moritz Leitner,https://www.transfermarkt.com/moritz-leitner/profil/spieler/82243,Central Midfield,28,Germany,€800k,800000.0,Norwich City,norwich-city,2020
Melvin Sitti,https://www.transfermarkt.com/melvin-sitti/profil/spieler/689089,Central Midfield,21,France,€350k,350000.0,Norwich City,norwich-city,2020
Louis Thompson,https://www.transfermarkt.com/louis-thompson/profil/spieler/207771,Central Midfield,26,Wales,€250k,250000.0,Norwich City,norwich-city,2020
Reece McAlear,https://www.transfermarkt.com/reece-mcalear/profil/spieler/567117,Central Midfield,19,Scotland,€100k,100000.0,Norwich City,norwich-city,2020
William Hondermarck,https://www.transfermarkt.com/william-hondermarck/profil/spieler/586059,Central Midfield,20,Congo,-,,Norwich City,norwich-city,2020
Emiliano Buendía,https://www.transfermarkt.com/emiliano-buendia/profil/spieler/321247,Attacking Midfield,24,Argentina,€35.00m,35000000.0,Norwich City,norwich-city,2020
Todd Cantwell,https://www.transfermarkt.com/todd-cantwell/profil/spieler/332341,Attacking Midfield,23,England,€22.00m,22000000.0,Norwich City,norwich-city,2020
Kieran Dowell,https://www.transfermarkt.com/kieran-dowell/profil/spieler/258916,Attacking Midfield,23,England,€3.00m,3000000.0,Norwich City,norwich-city,2020
Marco Stiepermann,https://www.transfermarkt.com/marco-stiepermann/profil/spieler/45760,Attacking Midfield,30,Germany,€1.50m,1500000.0,Norwich City,norwich-city,2020
Przemyslaw Placheta,https://www.transfermarkt.com/przemyslaw-placheta/profil/spieler/383109,Left Winger,23,Poland,€2.00m,2000000.0,Norwich City,norwich-city,2020
Onel Hernández,https://www.transfermarkt.com/onel-hernandez/profil/spieler/109751,Left Winger,28,Cuba,€2.00m,2000000.0,Norwich City,norwich-city,2020
Josh Martin,https://www.transfermarkt.com/josh-martin/profil/spieler/547534,Left Winger,19,England,€1.00m,1000000.0,Norwich City,norwich-city,2020
Teemu Pukki,https://www.transfermarkt.com/teemu-pukki/profil/spieler/46972,Centre-Forward,31,Finland,€7.00m,7000000.0,Norwich City,norwich-city,2020
Adam Idah,https://www.transfermarkt.com/adam-idah/profil/spieler/434223,Centre-Forward,20,Ireland,€3.00m,3000000.0,Norwich City,norwich-city,2020
Jordan Hugill,https://www.transfermarkt.com/jordan-hugill/profil/spieler/291544,Centre-Forward,29,England,€2.00m,2000000.0,Norwich City,norwich-city,2020
Sebastian Soto,https://www.transfermarkt.com/sebastian-soto/profil/spieler/605498,Centre-Forward,20,United States,€500k,500000.0,Norwich City,norwich-city,2020
Thomas Dickson-Peters,https://www.transfermarkt.com/thomas-dickson-peters/profil/spieler/566888,Centre-Forward,18,Scotland,€100k,100000.0,Norwich City,norwich-city,2020
Tyrese Omotoye,https://www.transfermarkt.com/tyrese-omotoye/profil/spieler/551309,Centre-Forward,18,Belgium,-,,Norwich City,norwich-city,2020
Tim Krul,https://www.transfermarkt.com/tim-krul/profil/spieler/33027,Goalkeeper,32,Netherlands,€4.00m,4000000.0,Norwich City,norwich-city,2019
Ralf Fährmann,https://www.transfermarkt.com/ralf-fahrmann/profil/spieler/39015,Goalkeeper,31,Germany,€1.60m,1600000.0,Norwich City,norwich-city,2019
Michael McGovern,https://www.transfermarkt.com/michael-mcgovern/profil/spieler/29391,Goalkeeper,35,Northern Ireland,€300k,300000.0,Norwich City,norwich-city,2019
Archie Mair,https://www.transfermarkt.com/archie-mair/profil/spieler/447063,Goalkeeper,19,Scotland,-,,Norwich City,norwich-city,2019
Ben Godfrey,https://www.transfermarkt.com/ben-godfrey/profil/spieler/343475,Centre-Back,22,England,€11.50m,11500000.0,Norwich City,norwich-city,2019
Christoph Zimmermann,https://www.transfermarkt.com/christoph-zimmermann/profil/spieler/77812,Centre-Back,27,Germany,€2.80m,2800000.0,Norwich City,norwich-city,2019
Grant Hanley,https://www.transfermarkt.com/grant-hanley/profil/spieler/121385,Centre-Back,28,Scotland,€2.00m,2000000.0,Norwich City,norwich-city,2019
Timm Klose,https://www.transfermarkt.com/timm-klose/profil/spieler/65255,Centre-Back,32,Switzerland,€2.00m,2000000.0,Norwich City,norwich-city,2019
Sean Raggett,https://www.transfermarkt.com/sean-raggett/profil/spieler/226219,Centre-Back,26,England,€250k,250000.0,Norwich City,norwich-city,2019
Akin Famewo,https://www.transfermarkt.com/akin-famewo/profil/spieler/425713,Centre-Back,21,England,€25k,25000.0,Norwich City,norwich-city,2019
Jamal Lewis,https://www.transfermarkt.com/jamal-lewis/profil/spieler/346018,Left-Back,22,Northern Ireland,€11.00m,11000000.0,Norwich City,norwich-city,2019
Sam Byram,https://www.transfermarkt.com/sam-byram/profil/spieler/236953,Left-Back,26,England,€2.80m,2800000.0,Norwich City,norwich-city,2019
Philip Heise,https://www.transfermarkt.com/philip-heise/profil/spieler/112617,Left-Back,29,Germany,€550k,550000.0,Norwich City,norwich-city,2019
Sam McCallum,https://www.transfermarkt.com/sam-mccallum/profil/spieler/618901,Left-Back,19,England,-,,Norwich City,norwich-city,2019
Max Aarons,https://www.transfermarkt.com/max-aarons/profil/spieler/471690,Right-Back,20,England,€20.00m,20000000.0,Norwich City,norwich-city,2019
Jordan Thomas,https://www.transfermarkt.com/jordan-thomas/profil/spieler/563306,Right-Back,19,England,-,,Norwich City,norwich-city,2019
Ibrahim Amadou,https://www.transfermarkt.com/ibrahim-amadou/profil/spieler/205503,Defensive Midfield,27,France,€5.50m,5500000.0,Norwich City,norwich-city,2019
Tom Trybull,https://www.transfermarkt.com/tom-trybull/profil/spieler/93831,Defensive Midfield,27,Germany,€3.20m,3200000.0,Norwich City,norwich-city,2019
Alexander Tettey,https://www.transfermarkt.com/alexander-tettey/profil/spieler/12384,Defensive Midfield,34,Norway,€1.60m,1600000.0,Norwich City,norwich-city,2019
Ondrej Duda,https://www.transfermarkt.com/ondrej-duda/profil/spieler/232418,Central Midfield,25,Slovakia,€10.50m,10500000.0,Norwich City,norwich-city,2019
Kenny McLean,https://www.transfermarkt.com/kenny-mclean/profil/spieler/126600,Central Midfield,28,Scotland,€3.50m,3500000.0,Norwich City,norwich-city,2019
Lukas Rupp,https://www.transfermarkt.com/lukas-rupp/profil/spieler/82863,Central Midfield,29,Germany,€2.40m,2400000.0,Norwich City,norwich-city,2019
Moritz Leitner,https://www.transfermarkt.com/moritz-leitner/profil/spieler/82243,Central Midfield,27,Germany,€2.40m,2400000.0,Norwich City,norwich-city,2019
Mario Vrancic,https://www.transfermarkt.com/mario-vrancic/profil/spieler/39372,Central Midfield,31,Bosnia-Herzegovina,€2.00m,2000000.0,Norwich City,norwich-city,2019
Louis Thompson,https://www.transfermarkt.com/louis-thompson/profil/spieler/207771,Central Midfield,25,Wales,€250k,250000.0,Norwich City,norwich-city,2019
Daniel Adshead,https://www.transfermarkt.com/daniel-adshead/profil/spieler/532464,Central Midfield,18,England,-,,Norwich City,norwich-city,2019
Todd Cantwell,https://www.transfermarkt.com/todd-cantwell/profil/spieler/332341,Attacking Midfield,22,England,€20.00m,20000000.0,Norwich City,norwich-city,2019
Emiliano Buendía,https://www.transfermarkt.com/emiliano-buendia/profil/spieler/321247,Attacking Midfield,23,Argentina,€14.50m,14500000.0,Norwich City,norwich-city,2019
Marco Stiepermann,https://www.transfermarkt.com/marco-stiepermann/profil/spieler/45760,Attacking Midfield,29,Germany,€3.20m,3200000.0,Norwich City,norwich-city,2019
Onel Hernández,https://www.transfermarkt.com/onel-hernandez/profil/spieler/109751,Left Winger,27,Cuba,€3.20m,3200000.0,Norwich City,norwich-city,2019
Josh Martin,https://www.transfermarkt.com/josh-martin/profil/spieler/547534,Left Winger,18,England,-,,Norwich City,norwich-city,2019
Patrick Roberts,https://www.transfermarkt.com/patrick-roberts/profil/spieler/225452,Right Winger,23,England,€2.80m,2800000.0,Norwich City,norwich-city,2019
Teemu Pukki,https://www.transfermarkt.com/teemu-pukki/profil/spieler/46972,Centre-Forward,30,Finland,€8.00m,8000000.0,Norwich City,norwich-city,2019
Josip Drmic,https://www.transfermarkt.com/josip-drmic/profil/spieler/140579,Centre-Forward,27,Switzerland,€1.60m,1600000.0,Norwich City,norwich-city,2019
Adam Idah,https://www.transfermarkt.com/adam-idah/profil/spieler/434223,Centre-Forward,19,Ireland,€900k,900000.0,Norwich City,norwich-city,2019
Dennis Srbeny,https://www.transfermarkt.com/dennis-srbeny/profil/spieler/159239,Centre-Forward,26,Germany,€800k,800000.0,Norwich City,norwich-city,2019
Carlton Morris,https://www.transfermarkt.com/carlton-morris/profil/spieler/246963,Centre-Forward,24,England,€150k,150000.0,Norwich City,norwich-city,2019
Mason Bloomfield,https://www.transfermarkt.com/mason-bloomfield/profil/spieler/339013,Centre-Forward,23,England,-,,Norwich City,norwich-city,2019
Tim Krul,https://www.transfermarkt.com/tim-krul/profil/spieler/33027,Goalkeeper,31,Netherlands,€3.00m,3000000.0,Norwich City,norwich-city,2018
Michael McGovern,https://www.transfermarkt.com/michael-mcgovern/profil/spieler/29391,Goalkeeper,34,Northern Ireland,€350k,350000.0,Norwich City,norwich-city,2018
Aston Oxborough,https://www.transfermarkt.com/aston-oxborough/profil/spieler/288948,Goalkeeper,21,England,€50k,50000.0,Norwich City,norwich-city,2018
Ben Godfrey,https://www.transfermarkt.com/ben-godfrey/profil/spieler/343475,Centre-Back,21,England,€6.00m,6000000.0,Norwich City,norwich-city,2018
Christoph Zimmermann,https://www.transfermarkt.com/christoph-zimmermann/profil/spieler/77812,Centre-Back,26,Germany,€3.50m,3500000.0,Norwich City,norwich-city,2018
Timm Klose,https://www.transfermarkt.com/timm-klose/profil/spieler/65255,Centre-Back,31,Switzerland,€3.00m,3000000.0,Norwich City,norwich-city,2018
Grant Hanley,https://www.transfermarkt.com/grant-hanley/profil/spieler/121385,Centre-Back,27,Scotland,€3.00m,3000000.0,Norwich City,norwich-city,2018
Marcel Franke,https://www.transfermarkt.com/marcel-franke/profil/spieler/152435,Centre-Back,26,Germany,€1.00m,1000000.0,Norwich City,norwich-city,2018
Sean Raggett,https://www.transfermarkt.com/sean-raggett/profil/spieler/226219,Centre-Back,25,England,€250k,250000.0,Norwich City,norwich-city,2018
Timi Odusina,https://www.transfermarkt.com/timi-odusina/profil/spieler/424878,Centre-Back,19,England,-,,Norwich City,norwich-city,2018
Jamal Lewis,https://www.transfermarkt.com/jamal-lewis/profil/spieler/346018,Left-Back,21,Northern Ireland,€5.00m,5000000.0,Norwich City,norwich-city,2018
James Husband,https://www.transfermarkt.com/james-husband/profil/spieler/167393,Left-Back,25,England,€1.00m,1000000.0,Norwich City,norwich-city,2018
Philip Heise,https://www.transfermarkt.com/philip-heise/profil/spieler/112617,Left-Back,28,Germany,€1.00m,1000000.0,Norwich City,norwich-city,2018
Max Aarons,https://www.transfermarkt.com/max-aarons/profil/spieler/471690,Right-Back,19,England,€8.00m,8000000.0,Norwich City,norwich-city,2018
Ivo Pinto,https://www.transfermarkt.com/ivo-pinto/profil/spieler/82281,Right-Back,29,Portugal,€2.00m,2000000.0,Norwich City,norwich-city,2018
Felix Passlack,https://www.transfermarkt.com/felix-passlack/profil/spieler/274461,Right-Back,21,Germany,€1.50m,1500000.0,Norwich City,norwich-city,2018
Tom Trybull,https://www.transfermarkt.com/tom-trybull/profil/spieler/93831,Defensive Midfield,26,Germany,€2.00m,2000000.0,Norwich City,norwich-city,2018
Alexander Tettey,https://www.transfermarkt.com/alexander-tettey/profil/spieler/12384,Defensive Midfield,33,Norway,€2.00m,2000000.0,Norwich City,norwich-city,2018
Alfie Payne,https://www.transfermarkt.com/alfie-payne/profil/spieler/486290,Defensive Midfield,19,England,-,,Norwich City,norwich-city,2018
Mario Vrancic,https://www.transfermarkt.com/mario-vrancic/profil/spieler/39372,Central Midfield,30,Bosnia-Herzegovina,€3.50m,3500000.0,Norwich City,norwich-city,2018
Moritz Leitner,https://www.transfermarkt.com/moritz-leitner/profil/spieler/82243,Central Midfield,26,Germany,€1.50m,1500000.0,Norwich City,norwich-city,2018
Kenny McLean,https://www.transfermarkt.com/kenny-mclean/profil/spieler/126600,Central Midfield,27,Scotland,€1.50m,1500000.0,Norwich City,norwich-city,2018
Louis Thompson,https://www.transfermarkt.com/louis-thompson/profil/spieler/207771,Central Midfield,24,Wales,€250k,250000.0,Norwich City,norwich-city,2018
Ben Marshall,https://www.transfermarkt.com/ben-marshall/profil/spieler/118567,Right Midfield,28,England,€1.50m,1500000.0,Norwich City,norwich-city,2018
Emiliano Buendía,https://www.transfermarkt.com/emiliano-buendia/profil/spieler/321247,Attacking Midfield,22,Argentina,€8.00m,8000000.0,Norwich City,norwich-city,2018
Marco Stiepermann,https://www.transfermarkt.com/marco-stiepermann/profil/spieler/45760,Attacking Midfield,28,Germany,€3.50m,3500000.0,Norwich City,norwich-city,2018
Todd Cantwell,https://www.transfermarkt.com/todd-cantwell/profil/spieler/332341,Attacking Midfield,21,England,€1.00m,1000000.0,Norwich City,norwich-city,2018
Onel Hernández,https://www.transfermarkt.com/onel-hernandez/profil/spieler/109751,Left Winger,26,Cuba,€4.00m,4000000.0,Norwich City,norwich-city,2018
Yanic Wildschut,https://www.transfermarkt.com/yanic-wildschut/profil/spieler/151189,Left Winger,27,Suriname,€2.00m,2000000.0,Norwich City,norwich-city,2018
Matt Jarvis,https://www.transfermarkt.com/matt-jarvis/profil/spieler/15921,Left Winger,33,England,€350k,350000.0,Norwich City,norwich-city,2018
Steven Naismith,https://www.transfermarkt.com/steven-naismith/profil/spieler/12763,Second Striker,32,Scotland,€1.50m,1500000.0,Norwich City,norwich-city,2018
Teemu Pukki,https://www.transfermarkt.com/teemu-pukki/profil/spieler/46972,Centre-Forward,29,Finland,€6.00m,6000000.0,Norwich City,norwich-city,2018
Jordan Rhodes,https://www.transfermarkt.com/jordan-rhodes/profil/spieler/48950,Centre-Forward,29,Scotland,€4.00m,4000000.0,Norwich City,norwich-city,2018
Nélson Oliveira,https://www.transfermarkt.com/nelson-oliveira/profil/spieler/72768,Centre-Forward,27,Portugal,€3.50m,3500000.0,Norwich City,norwich-city,2018
Dennis Srbeny,https://www.transfermarkt.com/dennis-srbeny/profil/spieler/159239,Centre-Forward,25,Germany,€1.25m,1250000.0,Norwich City,norwich-city,2018
Tristan Abrahams,https://www.transfermarkt.com/tristan-abrahams/profil/spieler/492391,Centre-Forward,20,England,€150k,150000.0,Norwich City,norwich-city,2018
Carlton Morris,https://www.transfermarkt.com/carlton-morris/profil/spieler/246963,Centre-Forward,23,England,€150k,150000.0,Norwich City,norwich-city,2018
John Ruddy,https://www.transfermarkt.com/john-ruddy/profil/spieler/29712,Goalkeeper,30,England,€3.00m,3000000.0,Norwich City,norwich-city,2016
Declan Rudd,https://www.transfermarkt.com/declan-rudd/profil/spieler/74088,Goalkeeper,26,England,€1.00m,1000000.0,Norwich City,norwich-city,2016
Michael McGovern,https://www.transfermarkt.com/michael-mcgovern/profil/spieler/29391,Goalkeeper,32,Northern Ireland,€500k,500000.0,Norwich City,norwich-city,2016
Paul Jones,https://www.transfermarkt.com/paul-jones/profil/spieler/3999,Goalkeeper,31,England,€250k,250000.0,Norwich City,norwich-city,2016
Remi Matthews,https://www.transfermarkt.com/remi-matthews/profil/spieler/196722,Goalkeeper,23,England,€200k,200000.0,Norwich City,norwich-city,2016
Timm Klose,https://www.transfermarkt.com/timm-klose/profil/spieler/65255,Centre-Back,29,Switzerland,€5.50m,5500000.0,Norwich City,norwich-city,2016
Russell Martin,https://www.transfermarkt.com/russell-martin/profil/spieler/67303,Centre-Back,31,Scotland,€3.00m,3000000.0,Norwich City,norwich-city,2016
Sébastien Bassong,https://www.transfermarkt.com/sebastien-bassong/profil/spieler/33951,Centre-Back,30,Cameroon,€2.50m,2500000.0,Norwich City,norwich-city,2016
Ryan Bennett,https://www.transfermarkt.com/ryan-bennett/profil/spieler/67252,Centre-Back,27,England,€2.00m,2000000.0,Norwich City,norwich-city,2016
Michael Turner,https://www.transfermarkt.com/michael-turner/profil/spieler/12127,Centre-Back,33,England,€1.00m,1000000.0,Norwich City,norwich-city,2016
Ben Godfrey,https://www.transfermarkt.com/ben-godfrey/profil/spieler/343475,Centre-Back,19,England,-,,Norwich City,norwich-city,2016
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,Left-Back,29,Sweden,€5.00m,5000000.0,Norwich City,norwich-city,2016
Mitchell Dijks,https://www.transfermarkt.com/mitchell-dijks/profil/spieler/187245,Left-Back,24,Netherlands,€2.75m,2750000.0,Norwich City,norwich-city,2016
Harry Toffolo,https://www.transfermarkt.com/harry-toffolo/profil/spieler/198516,Left-Back,21,England,€250k,250000.0,Norwich City,norwich-city,2016
Ivo Pinto,https://www.transfermarkt.com/ivo-pinto/profil/spieler/82281,Right-Back,27,Portugal,€4.00m,4000000.0,Norwich City,norwich-city,2016
Steven Whittaker,https://www.transfermarkt.com/steven-whittaker/profil/spieler/12704,Right-Back,33,Scotland,€1.00m,1000000.0,Norwich City,norwich-city,2016
Louis Ramsay,https://www.transfermarkt.com/louis-ramsay/profil/spieler/337821,Right-Back,19,England,-,,Norwich City,norwich-city,2016
Alexander Tettey,https://www.transfermarkt.com/alexander-tettey/profil/spieler/12384,Defensive Midfield,31,Norway,€3.00m,3000000.0,Norwich City,norwich-city,2016
Youssouf Mulumbu,https://www.transfermarkt.com/youssouf-mulumbu/profil/spieler/45272,Defensive Midfield,30,DR Congo,€2.50m,2500000.0,Norwich City,norwich-city,2016
Ray Grant,https://www.transfermarkt.com/ray-grant/profil/spieler/266765,Defensive Midfield,20,Scotland,-,,Norwich City,norwich-city,2016
Jonathan Howson,https://www.transfermarkt.com/jonathan-howson/profil/spieler/45395,Central Midfield,29,England,€4.00m,4000000.0,Norwich City,norwich-city,2016
Graham Dorrans,https://www.transfermarkt.com/graham-dorrans/profil/spieler/36608,Central Midfield,30,Scotland,€3.50m,3500000.0,Norwich City,norwich-city,2016
Tony Andreu,https://www.transfermarkt.com/tony-andreu/profil/spieler/87789,Central Midfield,29,France,€500k,500000.0,Norwich City,norwich-city,2016
Louis Thompson,https://www.transfermarkt.com/louis-thompson/profil/spieler/207771,Central Midfield,22,Wales,€400k,400000.0,Norwich City,norwich-city,2016
Conor McGrandles,https://www.transfermarkt.com/conor-mcgrandles/profil/spieler/203127,Central Midfield,21,Scotland,€250k,250000.0,Norwich City,norwich-city,2016
Robbie Brady,https://www.transfermarkt.com/robbie-brady/profil/spieler/128229,Left Midfield,25,Ireland,€10.00m,10000000.0,Norwich City,norwich-city,2016
Alex Pritchard,https://www.transfermarkt.com/alex-pritchard/profil/spieler/200777,Attacking Midfield,24,England,€5.00m,5000000.0,Norwich City,norwich-city,2016
Wes Hoolahan,https://www.transfermarkt.com/wes-hoolahan/profil/spieler/24589,Attacking Midfield,35,Ireland,€1.50m,1500000.0,Norwich City,norwich-city,2016
James Maddison,https://www.transfermarkt.com/james-maddison/profil/spieler/294057,Attacking Midfield,20,England,€1.50m,1500000.0,Norwich City,norwich-city,2016
Yanic Wildschut,https://www.transfermarkt.com/yanic-wildschut/profil/spieler/151189,Left Winger,25,Suriname,€4.00m,4000000.0,Norwich City,norwich-city,2016
Sergi Canós,https://www.transfermarkt.com/sergi-canos/profil/spieler/251845,Left Winger,20,Spain,€2.50m,2500000.0,Norwich City,norwich-city,2016
Matt Jarvis,https://www.transfermarkt.com/matt-jarvis/profil/spieler/15921,Left Winger,31,England,€2.50m,2500000.0,Norwich City,norwich-city,2016
Josh Murphy,https://www.transfermarkt.com/josh-murphy/profil/spieler/199528,Left Winger,22,England,€1.00m,1000000.0,Norwich City,norwich-city,2016
Glenn Middleton,https://www.transfermarkt.com/glenn-middleton/profil/spieler/344588,Left Winger,17,Scotland,-,,Norwich City,norwich-city,2016
Jacob Murphy,https://www.transfermarkt.com/jacob-murphy/profil/spieler/199527,Right Winger,22,England,€1.00m,1000000.0,Norwich City,norwich-city,2016
Steven Naismith,https://www.transfermarkt.com/steven-naismith/profil/spieler/12763,Second Striker,30,Scotland,€6.00m,6000000.0,Norwich City,norwich-city,2016
Nélson Oliveira,https://www.transfermarkt.com/nelson-oliveira/profil/spieler/72768,Centre-Forward,25,Portugal,€4.50m,4500000.0,Norwich City,norwich-city,2016
Cameron Jerome,https://www.transfermarkt.com/cameron-jerome/profil/spieler/35855,Centre-Forward,30,Grenada,€2.50m,2500000.0,Norwich City,norwich-city,2016
Kyle Lafferty,https://www.transfermarkt.com/kyle-lafferty/profil/spieler/36884,Centre-Forward,29,Northern Ireland,€1.50m,1500000.0,Norwich City,norwich-city,2016
Carlton Morris,https://www.transfermarkt.com/carlton-morris/profil/spieler/246963,Centre-Forward,21,England,€100k,100000.0,Norwich City,norwich-city,2016
John Ruddy,https://www.transfermarkt.com/john-ruddy/profil/spieler/29712,Goalkeeper,29,England,€3.00m,3000000.0,Norwich City,norwich-city,2015
Declan Rudd,https://www.transfermarkt.com/declan-rudd/profil/spieler/74088,Goalkeeper,25,England,€2.00m,2000000.0,Norwich City,norwich-city,2015
Jake Kean,https://www.transfermarkt.com/jake-kean/profil/spieler/121388,Goalkeeper,25,England,€750k,750000.0,Norwich City,norwich-city,2015
Remi Matthews,https://www.transfermarkt.com/remi-matthews/profil/spieler/196722,Goalkeeper,22,England,€100k,100000.0,Norwich City,norwich-city,2015
Timm Klose,https://www.transfermarkt.com/timm-klose/profil/spieler/65255,Centre-Back,28,Switzerland,€5.00m,5000000.0,Norwich City,norwich-city,2015
Russell Martin,https://www.transfermarkt.com/russell-martin/profil/spieler/67303,Centre-Back,30,Scotland,€3.00m,3000000.0,Norwich City,norwich-city,2015
Sébastien Bassong,https://www.transfermarkt.com/sebastien-bassong/profil/spieler/33951,Centre-Back,29,Cameroon,€3.00m,3000000.0,Norwich City,norwich-city,2015
Michael Turner,https://www.transfermarkt.com/michael-turner/profil/spieler/12127,Centre-Back,32,England,€2.00m,2000000.0,Norwich City,norwich-city,2015
Ryan Bennett,https://www.transfermarkt.com/ryan-bennett/profil/spieler/67252,Centre-Back,26,England,€2.00m,2000000.0,Norwich City,norwich-city,2015
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,Left-Back,28,Sweden,€3.50m,3500000.0,Norwich City,norwich-city,2015
Harry Toffolo,https://www.transfermarkt.com/harry-toffolo/profil/spieler/198516,Left-Back,20,England,€250k,250000.0,Norwich City,norwich-city,2015
Andre Wisdom,https://www.transfermarkt.com/andre-wisdom/profil/spieler/128912,Right-Back,23,England,€4.00m,4000000.0,Norwich City,norwich-city,2015
Ivo Pinto,https://www.transfermarkt.com/ivo-pinto/profil/spieler/82281,Right-Back,26,Portugal,€4.00m,4000000.0,Norwich City,norwich-city,2015
Steven Whittaker,https://www.transfermarkt.com/steven-whittaker/profil/spieler/12704,Right-Back,32,Scotland,€1.50m,1500000.0,Norwich City,norwich-city,2015
Alexander Tettey,https://www.transfermarkt.com/alexander-tettey/profil/spieler/12384,Defensive Midfield,30,Norway,€3.50m,3500000.0,Norwich City,norwich-city,2015
Youssouf Mulumbu,https://www.transfermarkt.com/youssouf-mulumbu/profil/spieler/45272,Defensive Midfield,29,DR Congo,€3.00m,3000000.0,Norwich City,norwich-city,2015
Bradley Johnson,https://www.transfermarkt.com/bradley-johnson/profil/spieler/49327,Central Midfield,29,England,€6.00m,6000000.0,Norwich City,norwich-city,2015
Vadis Odjidja-Ofoe,https://www.transfermarkt.com/vadis-odjidja-ofoe/profil/spieler/38388,Central Midfield,27,Belgium,€4.50m,4500000.0,Norwich City,norwich-city,2015
Jonathan Howson,https://www.transfermarkt.com/jonathan-howson/profil/spieler/45395,Central Midfield,28,England,€4.00m,4000000.0,Norwich City,norwich-city,2015
Graham Dorrans,https://www.transfermarkt.com/graham-dorrans/profil/spieler/36608,Central Midfield,29,Scotland,€3.50m,3500000.0,Norwich City,norwich-city,2015
Gary O'Neil,https://www.transfermarkt.com/gary-oneil/profil/spieler/3995,Central Midfield,33,England,€1.00m,1000000.0,Norwich City,norwich-city,2015
Tony Andreu,https://www.transfermarkt.com/tony-andreu/profil/spieler/87789,Central Midfield,28,France,€500k,500000.0,Norwich City,norwich-city,2015
Louis Thompson,https://www.transfermarkt.com/louis-thompson/profil/spieler/207771,Central Midfield,21,Wales,€500k,500000.0,Norwich City,norwich-city,2015
Conor McGrandles,https://www.transfermarkt.com/conor-mcgrandles/profil/spieler/203127,Central Midfield,20,Scotland,€250k,250000.0,Norwich City,norwich-city,2015
Elliott Bennett,https://www.transfermarkt.com/elliott-bennett/profil/spieler/43193,Right Midfield,27,Jamaica,€1.00m,1000000.0,Norwich City,norwich-city,2015
Robbie Brady,https://www.transfermarkt.com/robbie-brady/profil/spieler/128229,Left Midfield,24,Ireland,€6.00m,6000000.0,Norwich City,norwich-city,2015
Wes Hoolahan,https://www.transfermarkt.com/wes-hoolahan/profil/spieler/24589,Attacking Midfield,34,Ireland,€2.00m,2000000.0,Norwich City,norwich-city,2015
James Maddison,https://www.transfermarkt.com/james-maddison/profil/spieler/294057,Attacking Midfield,19,England,€1.50m,1500000.0,Norwich City,norwich-city,2015
Matt Jarvis,https://www.transfermarkt.com/matt-jarvis/profil/spieler/15921,Left Winger,30,England,€3.00m,3000000.0,Norwich City,norwich-city,2015
Josh Murphy,https://www.transfermarkt.com/josh-murphy/profil/spieler/199528,Left Winger,21,England,€1.00m,1000000.0,Norwich City,norwich-city,2015
Nathan Redmond,https://www.transfermarkt.com/nathan-redmond/profil/spieler/129078,Right Winger,22,England,€7.50m,7500000.0,Norwich City,norwich-city,2015
Jacob Murphy,https://www.transfermarkt.com/jacob-murphy/profil/spieler/199527,Right Winger,21,England,€300k,300000.0,Norwich City,norwich-city,2015
Steven Naismith,https://www.transfermarkt.com/steven-naismith/profil/spieler/12763,Second Striker,29,Scotland,€6.00m,6000000.0,Norwich City,norwich-city,2015
Dieumerci Mbokani,https://www.transfermarkt.com/dieumerci-mbokani/profil/spieler/44624,Centre-Forward,30,DR Congo,€7.00m,7000000.0,Norwich City,norwich-city,2015
Patrick Bamford,https://www.transfermarkt.com/patrick-bamford/profil/spieler/183334,Centre-Forward,22,England,€5.00m,5000000.0,Norwich City,norwich-city,2015
Lewis Grabban,https://www.transfermarkt.com/lewis-grabban/profil/spieler/35413,Centre-Forward,28,Jamaica,€4.00m,4000000.0,Norwich City,norwich-city,2015
Gary Hooper,https://www.transfermarkt.com/gary-hooper/profil/spieler/42513,Centre-Forward,28,England,€4.00m,4000000.0,Norwich City,norwich-city,2015
Cameron Jerome,https://www.transfermarkt.com/cameron-jerome/profil/spieler/35855,Centre-Forward,29,Grenada,€3.00m,3000000.0,Norwich City,norwich-city,2015
