Name,Profile URL,Position,Age,Nationality,Market Value,Market Value (€),Club,Slug,Season
Sam Surridge,https://www.transfermarkt.com/sam-surridge/profil/spieler/398402,Centre-Forward,21,England,€450k,450000.0,Swansea City,swansea-city,2019
Courtney Baker-Richardson,https://www.transfermarkt.com/courtney-baker-richardson/profil/spieler/298231,Centre-Forward,24,England,€300k,300000.0,Swansea City,swansea-city,2019
Liam Cullen,https://www.transfermarkt.com/liam-cullen/profil/spieler/296978,Centre-Forward,21,Wales,-,,Swansea City,swansea-city,2019
Erwin Mulder,https://www.transfermarkt.com/erwin-mulder/profil/spieler/56631,Goalkeeper,30,Netherlands,€1.50m,1500000.0,Swansea City,swansea-city,2018
Kristoffer Nordfeldt,https://www.transfermarkt.com/kristoffer-nordfeldt/profil/spieler/75890,Goalkeeper,30,Sweden,€1.00m,1000000.0,Swansea City,swansea-city,2018
Steven Benda,https://www.transfermarkt.com/steven-benda/profil/spieler/381469,Goalkeeper,20,Germany,€100k,100000.0,Swansea City,swansea-city,2018
Federico Fernández,https://www.transfermarkt.com/federico-fernandez/profil/spieler/85475,Centre-Back,30,Argentina,€7.00m,7000000.0,Swansea City,swansea-city,2018
Jordi Amat,https://www.transfermarkt.com/jordi-amat/profil/spieler/85289,Centre-Back,27,Indonesia,€3.00m,3000000.0,Swansea City,swansea-city,2018
Mike van der Hoorn,https://www.transfermarkt.com/mike-van-der-hoorn/profil/spieler/187105,Centre-Back,26,Netherlands,€2.50m,2500000.0,Swansea City,swansea-city,2018
Cameron Carter-Vickers,https://www.transfermarkt.com/cameron-carter-vickers/profil/spieler/341049,Centre-Back,21,United States,€1.50m,1500000.0,Swansea City,swansea-city,2018
Joe Rodon,https://www.transfermarkt.com/joe-rodon/profil/spieler/297212,Centre-Back,21,Wales,€1.50m,1500000.0,Swansea City,swansea-city,2018
Cian Harries,https://www.transfermarkt.com/cian-harries/profil/spieler/319300,Centre-Back,22,Wales,€250k,250000.0,Swansea City,swansea-city,2018
Brandon Cooper,https://www.transfermarkt.com/brandon-cooper/profil/spieler/404381,Centre-Back,19,Wales,-,,Swansea City,swansea-city,2018
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,Left-Back,31,Sweden,€2.50m,2500000.0,Swansea City,swansea-city,2018
Declan John,https://www.transfermarkt.com/declan-john/profil/spieler/238585,Left-Back,24,Wales,€800k,800000.0,Swansea City,swansea-city,2018
Connor Roberts,https://www.transfermarkt.com/connor-roberts/profil/spieler/214666,Right-Back,23,Wales,€4.00m,4000000.0,Swansea City,swansea-city,2018
Kyle Naughton,https://www.transfermarkt.com/kyle-naughton/profil/spieler/66219,Right-Back,30,England,€3.50m,3500000.0,Swansea City,swansea-city,2018
Tyler Reid,https://www.transfermarkt.com/tyler-reid/profil/spieler/373722,Right-Back,21,England,-,,Swansea City,swansea-city,2018
Leroy Fer,https://www.transfermarkt.com/leroy-fer/profil/spieler/63342,Defensive Midfield,29,Netherlands,€6.00m,6000000.0,Swansea City,swansea-city,2018
Matt Grimes,https://www.transfermarkt.com/matt-grimes/profil/spieler/265471,Defensive Midfield,23,England,€2.50m,2500000.0,Swansea City,swansea-city,2018
Adnan Maric,https://www.transfermarkt.com/adnan-maric/profil/spieler/256652,Defensive Midfield,22,Sweden,€40k,40000.0,Swansea City,swansea-city,2018
Tom Carroll,https://www.transfermarkt.com/tom-carroll/profil/spieler/121279,Central Midfield,27,England,€4.50m,4500000.0,Swansea City,swansea-city,2018
Jay Fulton,https://www.transfermarkt.com/jay-fulton/profil/spieler/171260,Central Midfield,25,Scotland,€1.50m,1500000.0,Swansea City,swansea-city,2018
George Byers,https://www.transfermarkt.com/george-byers/profil/spieler/240083,Central Midfield,23,Scotland,€500k,500000.0,Swansea City,swansea-city,2018
Adam King,https://www.transfermarkt.com/adam-king/profil/spieler/169566,Central Midfield,23,Scotland,€150k,150000.0,Swansea City,swansea-city,2018
Aaron Lewis,https://www.transfermarkt.com/aaron-lewis/profil/spieler/344014,Right Midfield,21,Wales,-,,Swansea City,swansea-city,2018
Bersant Celina,https://www.transfermarkt.com/bersant-celina/profil/spieler/229695,Attacking Midfield,22,Kosovo,€5.00m,5000000.0,Swansea City,swansea-city,2018
Yan Dhanda,https://www.transfermarkt.com/yan-dhanda/profil/spieler/332340,Attacking Midfield,20,England,€250k,250000.0,Swansea City,swansea-city,2018
Jefferson Montero,https://www.transfermarkt.com/jefferson-montero/profil/spieler/77932,Left Winger,29,Ecuador,€1.00m,1000000.0,Swansea City,swansea-city,2018
Wayne Routledge,https://www.transfermarkt.com/wayne-routledge/profil/spieler/14066,Left Winger,34,England,€1.00m,1000000.0,Swansea City,swansea-city,2018
Barrie McKay,https://www.transfermarkt.com/barrie-mckay/profil/spieler/208934,Left Winger,24,Scotland,€1.00m,1000000.0,Swansea City,swansea-city,2018
Daniel James,https://www.transfermarkt.com/daniel-james/profil/spieler/319301,Right Winger,21,Wales,€12.00m,12000000.0,Swansea City,swansea-city,2018
Luciano Narsingh,https://www.transfermarkt.com/luciano-narsingh/profil/spieler/72462,Right Winger,28,Netherlands,€2.50m,2500000.0,Swansea City,swansea-city,2018
Joel Asoro,https://www.transfermarkt.com/joel-asoro/profil/spieler/375391,Right Winger,20,Sweden,€2.00m,2000000.0,Swansea City,swansea-city,2018
Nathan Dyer,https://www.transfermarkt.com/nathan-dyer/profil/spieler/37011,Right Winger,31,England,€1.50m,1500000.0,Swansea City,swansea-city,2018
Oli McBurnie,https://www.transfermarkt.com/oli-mcburnie/profil/spieler/298477,Centre-Forward,23,Scotland,€8.00m,8000000.0,Swansea City,swansea-city,2018
André Ayew,https://www.transfermarkt.com/andre-ayew/profil/spieler/45403,Centre-Forward,29,Ghana,€6.00m,6000000.0,Swansea City,swansea-city,2018
Wilfried Bony,https://www.transfermarkt.com/wilfried-bony/profil/spieler/81808,Centre-Forward,30,Cote d'Ivoire,€5.50m,5500000.0,Swansea City,swansea-city,2018
Borja Bastón,https://www.transfermarkt.com/borja-baston/profil/spieler/85324,Centre-Forward,26,Spain,€2.00m,2000000.0,Swansea City,swansea-city,2018
Courtney Baker-Richardson,https://www.transfermarkt.com/courtney-baker-richardson/profil/spieler/298231,Centre-Forward,23,England,€350k,350000.0,Swansea City,swansea-city,2018
Botti Biabi,https://www.transfermarkt.com/botti-biabi/profil/spieler/270296,Centre-Forward,23,Scotland,€100k,100000.0,Swansea City,swansea-city,2018
Liam Cullen,https://www.transfermarkt.com/liam-cullen/profil/spieler/296978,Centre-Forward,20,Wales,-,,Swansea City,swansea-city,2018
Lukasz Fabianski,https://www.transfermarkt.com/lukasz-fabianski/profil/spieler/29692,Goalkeeper,33,Poland,€5.00m,5000000.0,Swansea City,swansea-city,2017
Erwin Mulder,https://www.transfermarkt.com/erwin-mulder/profil/spieler/56631,Goalkeeper,29,Netherlands,€2.00m,2000000.0,Swansea City,swansea-city,2017
Kristoffer Nordfeldt,https://www.transfermarkt.com/kristoffer-nordfeldt/profil/spieler/75890,Goalkeeper,29,Sweden,€1.50m,1500000.0,Swansea City,swansea-city,2017
Alfie Mawson,https://www.transfermarkt.com/alfie-mawson/profil/spieler/287431,Centre-Back,24,England,€15.00m,15000000.0,Swansea City,swansea-city,2017
Federico Fernández,https://www.transfermarkt.com/federico-fernandez/profil/spieler/85475,Centre-Back,29,Argentina,€8.00m,8000000.0,Swansea City,swansea-city,2017
Kyle Bartley,https://www.transfermarkt.com/kyle-bartley/profil/spieler/67421,Centre-Back,27,England,€3.50m,3500000.0,Swansea City,swansea-city,2017
Mike van der Hoorn,https://www.transfermarkt.com/mike-van-der-hoorn/profil/spieler/187105,Centre-Back,25,Netherlands,€2.50m,2500000.0,Swansea City,swansea-city,2017
Joe Rodon,https://www.transfermarkt.com/joe-rodon/profil/spieler/297212,Centre-Back,20,Wales,-,,Swansea City,swansea-city,2017
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,Left-Back,30,Sweden,€5.00m,5000000.0,Swansea City,swansea-city,2017
Kyle Naughton,https://www.transfermarkt.com/kyle-naughton/profil/spieler/66219,Right-Back,29,England,€5.00m,5000000.0,Swansea City,swansea-city,2017
Ángel Rangel,https://www.transfermarkt.com/angel-rangel/profil/spieler/66550,Right-Back,35,Spain,€1.00m,1000000.0,Swansea City,swansea-city,2017
Connor Roberts,https://www.transfermarkt.com/connor-roberts/profil/spieler/214666,Right-Back,22,Wales,€1.00m,1000000.0,Swansea City,swansea-city,2017
Leroy Fer,https://www.transfermarkt.com/leroy-fer/profil/spieler/63342,Defensive Midfield,28,Netherlands,€8.00m,8000000.0,Swansea City,swansea-city,2017
Sung-yueng Ki,https://www.transfermarkt.com/sung-yueng-ki/profil/spieler/81796,Defensive Midfield,29,"Korea, South",€7.00m,7000000.0,Swansea City,swansea-city,2017
Matt Grimes,https://www.transfermarkt.com/matt-grimes/profil/spieler/265471,Defensive Midfield,22,England,€1.00m,1000000.0,Swansea City,swansea-city,2017
Adnan Maric,https://www.transfermarkt.com/adnan-maric/profil/spieler/256652,Defensive Midfield,21,Sweden,€40k,40000.0,Swansea City,swansea-city,2017
Renato Sanches,https://www.transfermarkt.com/renato-sanches/profil/spieler/258027,Central Midfield,20,Portugal,€20.00m,20000000.0,Swansea City,swansea-city,2017
Sam Clucas,https://www.transfermarkt.com/sam-clucas/profil/spieler/122223,Central Midfield,27,England,€8.00m,8000000.0,Swansea City,swansea-city,2017
Roque Mesa,https://www.transfermarkt.com/roque-mesa/profil/spieler/202984,Central Midfield,29,Spain,€7.00m,7000000.0,Swansea City,swansea-city,2017
Tom Carroll,https://www.transfermarkt.com/tom-carroll/profil/spieler/121279,Central Midfield,26,England,€7.00m,7000000.0,Swansea City,swansea-city,2017
Andy King,https://www.transfermarkt.com/andy-king/profil/spieler/56872,Central Midfield,29,Wales,€3.00m,3000000.0,Swansea City,swansea-city,2017
Leon Britton,https://www.transfermarkt.com/leon-britton/profil/spieler/40043,Central Midfield,35,England,€1.00m,1000000.0,Swansea City,swansea-city,2017
Jay Fulton,https://www.transfermarkt.com/jay-fulton/profil/spieler/171260,Central Midfield,24,Scotland,€500k,500000.0,Swansea City,swansea-city,2017
Adam King,https://www.transfermarkt.com/adam-king/profil/spieler/169566,Central Midfield,22,Scotland,€150k,150000.0,Swansea City,swansea-city,2017
George Byers,https://www.transfermarkt.com/george-byers/profil/spieler/240083,Central Midfield,22,Scotland,€50k,50000.0,Swansea City,swansea-city,2017
Wayne Routledge,https://www.transfermarkt.com/wayne-routledge/profil/spieler/14066,Left Winger,33,England,€1.50m,1500000.0,Swansea City,swansea-city,2017
Kenji Gorré,https://www.transfermarkt.com/kenji-gorre/profil/spieler/374889,Left Winger,23,Curacao,€250k,250000.0,Swansea City,swansea-city,2017
Jordan Ayew,https://www.transfermarkt.com/jordan-ayew/profil/spieler/108354,Right Winger,26,Ghana,€8.00m,8000000.0,Swansea City,swansea-city,2017
Luciano Narsingh,https://www.transfermarkt.com/luciano-narsingh/profil/spieler/72462,Right Winger,27,Netherlands,€5.00m,5000000.0,Swansea City,swansea-city,2017
Nathan Dyer,https://www.transfermarkt.com/nathan-dyer/profil/spieler/37011,Right Winger,30,England,€2.50m,2500000.0,Swansea City,swansea-city,2017
Daniel James,https://www.transfermarkt.com/daniel-james/profil/spieler/319301,Right Winger,20,Wales,-,,Swansea City,swansea-city,2017
André Ayew,https://www.transfermarkt.com/andre-ayew/profil/spieler/45403,Centre-Forward,28,Ghana,€15.00m,15000000.0,Swansea City,swansea-city,2017
Tammy Abraham,https://www.transfermarkt.com/tammy-abraham/profil/spieler/331726,Centre-Forward,20,England,€10.00m,10000000.0,Swansea City,swansea-city,2017
Wilfried Bony,https://www.transfermarkt.com/wilfried-bony/profil/spieler/81808,Centre-Forward,29,Cote d'Ivoire,€10.00m,10000000.0,Swansea City,swansea-city,2017
Oli McBurnie,https://www.transfermarkt.com/oli-mcburnie/profil/spieler/298477,Centre-Forward,22,Scotland,€1.00m,1000000.0,Swansea City,swansea-city,2017
Courtney Baker-Richardson,https://www.transfermarkt.com/courtney-baker-richardson/profil/spieler/298231,Centre-Forward,22,England,-,,Swansea City,swansea-city,2017
Lukasz Fabianski,https://www.transfermarkt.com/lukasz-fabianski/profil/spieler/29692,Goalkeeper,31,Poland,€7.00m,7000000.0,Swansea City,swansea-city,2015
Kristoffer Nordfeldt,https://www.transfermarkt.com/kristoffer-nordfeldt/profil/spieler/75890,Goalkeeper,27,Sweden,€2.50m,2500000.0,Swansea City,swansea-city,2015
Gerhard Tremmel,https://www.transfermarkt.com/gerhard-tremmel/profil/spieler/488,Goalkeeper,37,Germany,€500k,500000.0,Swansea City,swansea-city,2015
Josh Vickers,https://www.transfermarkt.com/josh-vickers/profil/spieler/242681,Goalkeeper,20,England,-,,Swansea City,swansea-city,2015
Federico Fernández,https://www.transfermarkt.com/federico-fernandez/profil/spieler/85475,Centre-Back,27,Argentina,€9.00m,9000000.0,Swansea City,swansea-city,2015
Ashley Williams,https://www.transfermarkt.com/ashley-williams/profil/spieler/67355,Centre-Back,31,Wales,€6.50m,6500000.0,Swansea City,swansea-city,2015
Jordi Amat,https://www.transfermarkt.com/jordi-amat/profil/spieler/85289,Centre-Back,24,Indonesia,€3.00m,3000000.0,Swansea City,swansea-city,2015
Kyle Bartley,https://www.transfermarkt.com/kyle-bartley/profil/spieler/67421,Centre-Back,25,England,€1.00m,1000000.0,Swansea City,swansea-city,2015
Joe Rodon,https://www.transfermarkt.com/joe-rodon/profil/spieler/297212,Centre-Back,18,Wales,-,,Swansea City,swansea-city,2015
Neil Taylor,https://www.transfermarkt.com/neil-taylor/profil/spieler/67416,Left-Back,27,Wales,€5.00m,5000000.0,Swansea City,swansea-city,2015
Franck Tabanou,https://www.transfermarkt.com/franck-tabanou/profil/spieler/66413,Left-Back,27,France,€4.50m,4500000.0,Swansea City,swansea-city,2015
Stephen Kingsley,https://www.transfermarkt.com/stephen-kingsley/profil/spieler/184398,Left-Back,21,Scotland,€500k,500000.0,Swansea City,swansea-city,2015
Kyle Naughton,https://www.transfermarkt.com/kyle-naughton/profil/spieler/66219,Right-Back,27,England,€5.50m,5500000.0,Swansea City,swansea-city,2015
Ángel Rangel,https://www.transfermarkt.com/angel-rangel/profil/spieler/66550,Right-Back,33,Spain,€1.50m,1500000.0,Swansea City,swansea-city,2015
Daniel Alfei,https://www.transfermarkt.com/daniel-alfei/profil/spieler/130216,Right-Back,24,Wales,-,,Swansea City,swansea-city,2015
Connor Roberts,https://www.transfermarkt.com/connor-roberts/profil/spieler/214666,Right-Back,20,Wales,-,,Swansea City,swansea-city,2015
Liam Shephard,https://www.transfermarkt.com/liam-shephard/profil/spieler/197910,Right-Back,21,Wales,-,,Swansea City,swansea-city,2015
Leroy Fer,https://www.transfermarkt.com/leroy-fer/profil/spieler/63342,Defensive Midfield,26,Netherlands,€8.50m,8500000.0,Swansea City,swansea-city,2015
Sung-yueng Ki,https://www.transfermarkt.com/sung-yueng-ki/profil/spieler/81796,Defensive Midfield,27,"Korea, South",€8.00m,8000000.0,Swansea City,swansea-city,2015
Jack Cork,https://www.transfermarkt.com/jack-cork/profil/spieler/40613,Defensive Midfield,27,England,€4.00m,4000000.0,Swansea City,swansea-city,2015
Matt Grimes,https://www.transfermarkt.com/matt-grimes/profil/spieler/265471,Defensive Midfield,20,England,€2.00m,2000000.0,Swansea City,swansea-city,2015
Jonjo Shelvey,https://www.transfermarkt.com/jonjo-shelvey/profil/spieler/71292,Central Midfield,24,England,€12.00m,12000000.0,Swansea City,swansea-city,2015
Leon Britton,https://www.transfermarkt.com/leon-britton/profil/spieler/40043,Central Midfield,33,England,€1.50m,1500000.0,Swansea City,swansea-city,2015
Jay Fulton,https://www.transfermarkt.com/jay-fulton/profil/spieler/171260,Central Midfield,22,Scotland,€200k,200000.0,Swansea City,swansea-city,2015
Gylfi Sigurdsson,https://www.transfermarkt.com/gylfi-sigurdsson/profil/spieler/90466,Attacking Midfield,26,Iceland,€13.00m,13000000.0,Swansea City,swansea-city,2015
Jefferson Montero,https://www.transfermarkt.com/jefferson-montero/profil/spieler/77932,Left Winger,26,Ecuador,€5.50m,5500000.0,Swansea City,swansea-city,2015
Wayne Routledge,https://www.transfermarkt.com/wayne-routledge/profil/spieler/14066,Left Winger,31,England,€3.00m,3000000.0,Swansea City,swansea-city,2015
Modou Barrow,https://www.transfermarkt.com/modou-barrow/profil/spieler/189070,Left Winger,23,The Gambia,€2.50m,2500000.0,Swansea City,swansea-city,2015
Kenji Gorré,https://www.transfermarkt.com/kenji-gorre/profil/spieler/374889,Left Winger,21,Curacao,€100k,100000.0,Swansea City,swansea-city,2015
Nathan Dyer,https://www.transfermarkt.com/nathan-dyer/profil/spieler/37011,Right Winger,28,England,€4.00m,4000000.0,Swansea City,swansea-city,2015
Daniel James,https://www.transfermarkt.com/daniel-james/profil/spieler/319301,Right Winger,18,Wales,-,,Swansea City,swansea-city,2015
André Ayew,https://www.transfermarkt.com/andre-ayew/profil/spieler/45403,Centre-Forward,26,Ghana,€15.00m,15000000.0,Swansea City,swansea-city,2015
Bafétimbi Gomis,https://www.transfermarkt.com/bafetimbi-gomis/profil/spieler/22388,Centre-Forward,30,France,€8.00m,8000000.0,Swansea City,swansea-city,2015
Alberto Paloschi,https://www.transfermarkt.com/alberto-paloschi/profil/spieler/68306,Centre-Forward,26,Italy,€6.00m,6000000.0,Swansea City,swansea-city,2015
Éder,https://www.transfermarkt.com/eder/profil/spieler/84481,Centre-Forward,28,Portugal,€5.00m,5000000.0,Swansea City,swansea-city,2015
Marvin Emnes,https://www.transfermarkt.com/marvin-emnes/profil/spieler/37787,Centre-Forward,28,Netherlands,€1.00m,1000000.0,Swansea City,swansea-city,2015
Lukasz Fabianski,https://www.transfermarkt.com/lukasz-fabianski/profil/spieler/29692,Goalkeeper,30,Poland,€4.00m,4000000.0,Swansea City,swansea-city,2014
Gerhard Tremmel,https://www.transfermarkt.com/gerhard-tremmel/profil/spieler/488,Goalkeeper,36,Germany,€1.00m,1000000.0,Swansea City,swansea-city,2014
David Cornell,https://www.transfermarkt.com/david-cornell/profil/spieler/89648,Goalkeeper,24,Wales,€500k,500000.0,Swansea City,swansea-city,2014
